state,district,election_year,cand_fname,cand_lname,vote_percent_primary,vote_percent_general,winner_primary,winner_general,ran_primary,ran_general,primary_contested,general_contested,primary_contested_reconciled,general_contested_reconciled,uncontested_prim_final,uncontested_gen_final,election_unique_identifier,candidate_unique_identifier,abb,district_unique_identifier,counties_total,city_election_outliers,year_state_district_unique_identifier,cand_gender,incum_chall,party,vote_count_general,vote_count_primary
Kansas,Miami,2020,Elizabeth,Sweeney-Reeder,100,98.42,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-miami-2020-sweeney-reeder,ks-sweeney-reeder-elizabeth,KS,ks-miami,Miami,NA,2020-ks-miami,F,I,Rep,15652,5036
Kansas,Mitchell,2020,Mark,Noah,100,97.23,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-mitchell-2020-noah,ks-noah-mark,KS,ks-mitchell,Mitchell,NA,2020-ks-mitchell,M,I,Rep,2666,1657
Kansas,Montgomery,2020,Lisa,Montgomery,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-montgomery-2020-montgomery,ks-montgomery-lisa,KS,ks-montgomery,Montgomery,NA,2020-ks-montgomery,F,O,Rep,11655,4729
Kansas,Morris,2020,Laura,Allen,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-morris-2020-allen,ks-allen-laura,KS,ks-morris,Morris,NA,2020-ks-morris,F,I,Rep,2467,1151
Kansas,Morton,2020,Adam,Carey,100,99.07,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-morton-2020-carey,ks-carey-adam,KS,ks-morton,Morton,NA,2020-ks-morton,M,I,Rep,1062,529
Kansas,Nemaha,2020,Brad,Lippert,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-nemaha-2020-lippert,ks-lippert-brad,KS,ks-nemaha,Nemaha,NA,2020-ks-nemaha,M,I,Rep,4647,1726
Kansas,Neosho,2020,Linus,Thuston,100,94.17,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-neosho-2020-thuston,ks-thuston-linus,KS,ks-neosho,Neosho,NA,2020-ks-neosho,M,I,Rep,5214,1882
Kansas,Ness,2020,Timothy,Keenan,41.63,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ks-ness-2020-keenan,ks-keenan-timothy,KS,ks-ness,Ness,NA,2020-ks-ness,M,O,Rep,NA,358
Kansas,Ness,2020,Kevin,Salzman,10,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ks-ness-2020-salzman,ks-salzman-kevin,KS,ks-ness,Ness,NA,2020-ks-ness,M,O,Rep,NA,86
Kansas,Ness,2020,Jacob,Gayer,48.37,99.64,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ks-ness-2020-gayer,ks-gayer-jacob,KS,ks-ness,Ness,NA,2020-ks-ness,M,O,Rep,1372,416
Kansas,Osage,2020,Jack,Hobbs,100,98.64,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-osage-2020-hobbs,ks-hobbs-jack,KS,ks-osage,Osage,NA,2020-ks-osage,M,I,Rep,6759,2511
Kansas,Osborne,2020,Paul,Gregory,100,98.03,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-osborne-2020-gregory,ks-gregory-paul,KS,ks-osborne,Osborne,NA,2020-ks-osborne,M,I,Rep,1639,719
Kansas,Ottawa,2020,Richard,Buck,99.41,100,W,W,Y,Y,other,other,uncontested,uncontested,1,1,ks-ottawa-2020-buck,ks-buck-richard,KS,ks-ottawa,Ottawa,NA,2020-ks-ottawa,M,I,Rep,2547,1187
Kansas,Pawnee,2020,Douglas,McNett,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-pawnee-2020-mcnett,ks-mcnett-douglas,KS,ks-pawnee,Pawnee,NA,2020-ks-pawnee,M,I,Rep,2324,1109
Kansas,Phillips,2020,Melissa,Schoen,100,98.73,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-phillips-2020-schoen,ks-schoen-melissa,KS,ks-phillips,Phillips,NA,2020-ks-phillips,F,I,Rep,2409,NA
Kansas,Pottawatomie,2020,Sherri,Shuck,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-pottawatomie-2020-schuck,ks-schuck-sherri,KS,ks-pottawatomie,Pottawatomie,NA,2020-ks-pottawatomie,F,I,Rep,10903,4529
Kansas,Pratt,2020,Tracey,Beverlin,100,98.48,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-pratt-2020-beverlin,ks-beverlin-tracey,KS,ks-pratt,Pratt,NA,2020-ks-pratt,F,I,Rep,3502,1895
Kansas,Rawlins,2020,Isaac,LeBlanc,100,99.23,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-rawlins-2020-leblanc,ks-leblanc-isaac,KS,ks-rawlins,Rawlins,NA,2020-ks-rawlins,M,O,Rep,1282,717
Kansas,Reno,2020,Thomas,Stanton,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-reno-2020-stanton,ks-stanton-thomas,KS,ks-reno,Reno,District 27,2020-ks-reno,M,I,Rep,23518,9072
Kansas,Republic,2020,Justin,Ferrel,NA,98.35,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-republic-2020-ferrell,ks-ferrell-justin,KS,ks-republic,Republic,NA,2020-ks-republic,M,I,Rep,2377,NA
Kansas,Rice,2020,Remington,Dalke,100,99.21,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-rice-2020-dalke,ks-dalke-remington,KS,ks-rice,Rice,NA,2020-ks-rice,M,I,Rep,3678,1755
Kansas,Riley,2020,Barry,Wilkerson,100,97.33,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-riley-2020-wilkerson,ks-wilkerson-barry,KS,ks-riley,Riley,NA,2020-ks-riley,M,I,Rep,19649,5903
Kansas,Rooks,2020,Danielle,Muir,100,97.8,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-rooks-2020-muir,ks-muir-danielle,KS,ks-rooks,Rooks,NA,2020-ks-rooks,F,I,NP,2357,1375
Kansas,Rush,2020,Tony,Rues,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-rush-2020-rues,ks-rues-tony,KS,ks-rush,Rush,NA,2020-ks-rush,M,I,Dem,1181,86
Kansas,Russell,2020,Daniel,Krug,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-russell-2020-krug,ks-krug-daniel,KS,ks-russell,Russell,NA,2020-ks-russell,M,I,Rep,2734,1352
Kansas,Saline,2020,Jeff,Ebel,56.31,97.67,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ks-saline-2020-ebel,ks-ebel-jeffrey,KS,ks-saline,Saline,NA,2020-ks-saline,M,O,Rep,20347,4624
Kansas,Saline,2020,Brock,Abbey,43.69,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ks-saline-2020-abbey,ks-abbey-brock,KS,ks-saline,Saline,NA,2020-ks-saline,M,O,Rep,NA,3587
Kansas,Scott,2020,Rebecca,Faurot,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-scott-2020-faurot,ks-faurot-rebecca,KS,ks-scott,Scott,NA,2020-ks-scott,F,I,Rep,2160,1119
Kansas,Sedgwick,2020,Marc,Bennett,100,98.23,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-sedgwick-2020-bennett,ks-bennett-marc,KS,ks-sedgwick,Sedgwick,District 18,2020-ks-sedgwick,M,I,Rep,147625,47471
Kansas,Seward,2020,Russell,Hasenbank,100,97.97,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-seward-2020-hasenbank,ks-hasenbank-russell,KS,ks-seward,Seward,NA,2020-ks-seward,M,I,Rep,4384,1423
Kansas,Shawnee,2020,Michael,Kagay,100,59.4,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,ks-shawnee-2020-kagay,ks-kagay-michael,KS,ks-shawnee,Shawnee,District 03,2020-ks-shawnee,M,I,Rep,50117,19327
Kansas,Shawnee,2020,Joshua,Luttrell,100,40.49,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,ks-shawnee-2020-luttrell,ks-luttrell-joshua,KS,ks-shawnee,Shawnee,District 03,2020-ks-shawnee,M,C,Dem,34164,13127
Kansas,Sheridan,2020,Harry,Pratt,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-sheridan-2020-pratt,ks-pratt-harry,KS,ks-sheridan,Sheridan,NA,2020-ks-sheridan,M,I,Rep,1128,556
Kansas,Sherman,2020,Bret,Mangan,100,99.1,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-sherman-2020-mangan,ks-mangan-bret,KS,ks-sherman,Sherman,NA,2020-ks-sherman,M,O,Rep,2423,1339
Kansas,Smith,2020,Tabitha,Owen,100,97.56,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-smith-2020-owen,ks-owen-tabitha,KS,ks-smith,Smith,NA,2020-ks-smith,F,I,Rep,1722,958
Kansas,Stafford,2020,Michael,Robinson,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-stafford-2020-robinson,ks-robinson-michael,KS,ks-stafford,Stafford,NA,2020-ks-stafford,M,I,Rep,1642,969
Kansas,Stanton,2020,David,Black,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-stanton-2020-black,ks-black-david,KS,ks-stanton,Stanton,NA,2020-ks-stanton,M,I,Rep,659,354
Kansas,Stevens,2020,Paul,Kitzke,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-stevens-2020-kitzke,ks-kitzke-paul,KS,ks-stevens,Stevens,NA,2020-ks-stevens,M,I,Rep,1771,942
Kansas,Sumner,2020,Marty,Keenan,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-sumner-2020-keenan,ks-keenan-marty,KS,ks-sumner,Sumner,NA,2020-ks-sumner,M,O,Dem,7180,731
Kansas,Thomas,2020,Chtistopher,Rohr,56.89,100,W,W,Y,Y,contested,other,contested,uncontested,0,1,ks-thomas-2020-lamm,ks-lamm-rachel,KS,ks-thomas,Thomas,NA,2020-ks-thomas,M,C,Rep,3385,1169
Kansas,Thomas,2020,Rachel,Lamm,43.11,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ks-thomas-2020-lamm,ks-lamm-rachel,KS,ks-thomas,Thomas,NA,2020-ks-thomas,F,I,Rep,NA,886
Kansas,Trego,2020,Christopher,Lyon,100,98.64,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-trego-2020-lyon,ks-lyon-christopher,KS,ks-trego,Trego,NA,2020-ks-trego,M,I,Rep,1377,657
Kansas,Wabaunsee,2020,Timothy,Liesmann,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-wabaunsee-2020-liesmann,ks-liesmann-timothy,KS,ks-wabaunsee,Wabaunsee,NA,2020-ks-wabaunsee,M,I,Rep,3396,1577
Kansas,Wallace,2020,Charles,Moser,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-wallace-2020-moser,ks-moser-charles,KS,ks-wallace,Wallace,NA,2020-ks-wallace,M,I,Rep,737,454
Kansas,Wichita,2020,Laura,Lewis,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-wichita-2020-lewis,ks-lewis-laura,KS,ks-wichita,Wichita,NA,2020-ks-wichita,F,I,Rep,852,451
Kansas,Woodson,2020,Zelda,Schlotterbeck,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,ks-woodson-2020-schlotterbeck,ks-schlotterbeck-zelda,KS,ks-woodson,Woodson,NA,2020-ks-woodson,F,I,Rep,1110,538
Kansas,Wyandotte,2020,Mark,Dupree,54.7,100,W,W,Y,Y,contested,other,contested,uncontested,0,1,ks-wyandotte-2020-bryant,ks-bryant-kristiane,KS,ks-wyandotte,Wyandotte,District 29,2020-ks-wyandotte,M,I,Dem,38928,9352
Kansas,Wyandotte,2020,Kristiane,Bryant,45.3,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ks-wyandotte-2020-bryant,ks-bryant-kristiane,KS,ks-wyandotte,Wyandotte,District 29,2020-ks-wyandotte,F,C,Dem,NA,7744
Kentucky,1,2018,Michael,Stacy,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-01-2018-stacy,ky-stacy-michael,KY,ky-01,"Ballard, Carlisle, Fulton, Hickman",NA,2018-ky-01,M,I,Dem,6988,NA
Kentucky,10,2018,Terry,Geoghegan,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-10-2018-geoghegan,ky-geoghegan-terry,KY,ky-10,"Hart, Larue, Nelson",NA,2018-ky-10,M,I,Dem,18011,NA
Kentucky,11,2018,Shelly,Miller,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-11-2018-miller,ky-miller-shelly,KY,ky-11,"Green, Marion, Taylor, Washington",NA,2018-ky-11,F,I,Dem,16000,NA
Kentucky,12,2018,Courtney,Baxter,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-12-2018-baxter,ky-baxter-courtney,KY,ky-12,"Henry, Oldham, Trimble",NA,2018-ky-12,F,I,Rep,27647,NA
Kentucky,13,2018,Andy,Sims,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-13-2018-sims,ky-sims-andy,KY,ky-13,"Garrard, Jessamine",NA,2018-ky-13,M,I,Rep,20254,NA
Kentucky,14,2018,Sharon,Muse,NA,56.52,W,W,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-14-2018-eardley,ky-eardley-jack,KY,ky-14,"Bourbon, Scott, Woodford",NA,2018-ky-14,F,O,Rep,23113,NA
Kentucky,14,2018,J.,Eardley,NA,43.48,W,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-14-2018-eardley,ky-eardley-jack,KY,ky-14,"Bourbon, Scott, Woodford",NA,2018-ky-14,M,O,Dem,17783,NA
Kentucky,15,2018,James,Crawford,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-15-2018-crawford,ky-crawford-james,KY,ky-15,"Carroll, Grant, Owen",NA,2018-ky-15,M,I,Dem,10258,NA
Kentucky,16,2018,Rob,Sanders,78.54,72.75,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ky-16-2018-sanders,ky-sanders-rob,KY,ky-16,Kenton,NA,2018-ky-16,M,I,Rep,39396,5028
Kentucky,16,2018,Sean,Fitzgerald,21.46,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ky-16-2018-fitzgerald,ky-fitzgerald-sean,KY,ky-16,Kenton,NA,2018-ky-16,M,C,Rep,NA,1374
Kentucky,17,2018,Michelle,Snodgrass,NA,59.34,W,W,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-17-2018-snodgrass,ky-snodgrass-michelle,KY,ky-17,Campbell,NA,2018-ky-17,F,I,Dem,20176,NA
Kentucky,17,2018,Justin,Fortner,NA,40.66,W,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-17-2018-fortner,ky-fortner-justin,KY,ky-17,Campbell,NA,2018-ky-17,M,C,Rep,13825,NA
Kentucky,18,2018,Douglas,Miller,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-18-2018-miller,ky-miller-douglas,KY,ky-18,"Harrison, Nicholas, Pendleton, Robertson",NA,2018-ky-18,M,I,Dem,9875,NA
Kentucky,19,2018,J.,Clarke,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-19-2018-clarke,ky-clarke-j,KY,ky-19,"Bracken, Fleming, Mason",NA,2018-ky-19,M,I,Dem,9370,NA
Kentucky,2,2018,Daniel,Boaz,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-02-2018-boaz,ky-boaz-daniel,KY,ky-02,McCracken,NA,2018-ky-02,M,I,Dem,15810,NA
Kentucky,20,2018,Melvin,Leonhart,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-20-2018-leonhart,ky-leonhart-melvin,KY,ky-20,"Greenup, Lewis",NA,2018-ky-20,M,I,Dem,10485,NA
Kentucky,21,2018,Ronnie,Goldy,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-21-2018-goldy,ky-goldy-ronnie,KY,ky-21,"Bath, Menifee, Montgomery, Rowan",NA,2018-ky-21,M,I,Dem,16711,NA
Kentucky,22,2018,Lou,Red Corn,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-22-2018-red-corn,ky-red-corn-lou-anna,KY,ky-22,Fayette,NA,2018-ky-22,F,I,Dem,88062,NA
Kentucky,23,2018,Heather,Combs,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-23-2018-combs,ky-combs-heather,KY,ky-23,"Estill, Lee, Owsley",NA,2018-ky-23,F,I,Rep,6971,NA
Kentucky,24,2018,F.,Skeans,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-24-2018-skeans,ky-skeans-f,KY,ky-24,"Johnson, Lawrence, Martin",NA,2018-ky-24,M,O,Rep,12949,NA
Kentucky,25,2018,David,Smith,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-25-2018-smith,ky-smith-david,KY,ky-25,"Clark, Madison",NA,2018-ky-25,M,I,Dem,31823,NA
Kentucky,26,2018,Steven,Boggs,60.86,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ky-26-2018-boggs,ky-boggs-steven,KY,ky-26,Harlan,NA,2018-ky-26,M,I,Dem,5986,1712
Kentucky,26,2018,Timothy,Jackson,39.14,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ky-26-2018-jackson,ky-jackson-timothy,KY,ky-26,Harlan,NA,2018-ky-26,M,C,Dem,NA,1101
Kentucky,27,2018,Jackie,Steele,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-27-2018-steele,ky-steele-jackie,KY,ky-27,"Knox, Laurel",NA,2018-ky-27,M,I,Rep,21284,NA
Kentucky,28,2018,Eddy,Montgomery,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-28-2018-montgomery,ky-montgomery-eddy,KY,ky-28,"Lincoln, Pulaski, Rockcastle",NA,2018-ky-28,M,I,Rep,28673,NA
Kentucky,29,2018,Brian,Wright,70.91,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ky-29-2018-wright,ky-wright-brian,KY,ky-29,"Adair, Casey",NA,2018-ky-29,M,I,Rep,10084,5688
Kentucky,29,2018,Roger,Elliott,29.19,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ky-29-2018-elliott,ky-elliott-roger,KY,ky-29,"Adair, Casey",NA,2018-ky-29,M,C,Rep,NA,2333
Kentucky,3,2018,Richard,Boling,NA,56.86,W,W,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-03-2018-boling,ky-boling-richard,KY,ky-03,Christian,NA,2018-ky-03,M,C,Rep,9781,NA
Kentucky,3,2018,Patricia,Pryor,NA,43.14,W,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-03-2018-pryor,ky-pryor-patricia,KY,ky-03,Christian,NA,2018-ky-03,F,I,Dem,7420,NA
Kentucky,30,2018,Thomas,Wine,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-30-2018-wine,ky-wine-thomas,KY,ky-30,Jefferson,NA,2018-ky-30,M,I,Dem,208939,NA
Kentucky,31,2018,Arnold,Turner,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-31-2018-turner,ky-turner-arnold,KY,ky-31,Floyd,NA,2018-ky-31,M,I,Dem,9558,NA
Kentucky,32,2018,Rhonda,Copley,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-32-2018-copley,ky-copley-rhonda,KY,ky-32,Boyd,NA,2018-ky-32,F,I,Rep,NA,NA
Kentucky,33,2018,John,Hansen,NA,38.15,W,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-33-2018-hansen,ky-hansen-john,KY,ky-33,Perry,NA,2018-ky-33,M,I,Rep,3721,NA
Kentucky,33,2018,Scott,Blair,NA,61.85,W,W,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-33-2018-blair,ky-blair-scott,KY,ky-33,Perry,NA,2018-ky-33,M,C,Dem,6032,NA
Kentucky,34,2018,Ronnie,Bowling,58.73,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ky-34-2018-bowling,ky-bowling-ronnie,KY,ky-34,"McCreary, Whitley",NA,2018-ky-34,M,O,Rep,12101,6231
Kentucky,34,2018,Graham,Trimble,41.27,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ky-34-2018-trimble,ky-trimble-graham,KY,ky-34,"McCreary, Whitley",NA,2018-ky-34,M,O,Rep,NA,4379
Kentucky,35,2018,Billy,Slone,79.6,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ky-35-2018-slone,ky-slone-billy,KY,ky-35,Pike,NA,2018-ky-35,M,O,Dem,13182,7011
Kentucky,35,2018,Joseph,Goff,20.4,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ky-35-2018-goff,ky-goff-joseph,KY,ky-35,Pike,NA,2018-ky-35,M,O,Dem,NA,1797
Kentucky,36,2018,Todd,Martin,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-36-2018-martin,ky-martin-todd,KY,ky-36,"Knott, Magoffin",NA,2018-ky-36,M,O,Dem,6756,NA
Kentucky,37,2018,D.,Ison,NA,50.08,W,W,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-37-2018-criswell,ky-criswell-justin,KY,ky-37,"Carter, Elliott, Morgan",NA,2018-ky-37,M,I,Dem,7509,NA
Kentucky,37,2018,Justin,Criswell,NA,49.92,W,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-37-2018-criswell,ky-criswell-justin,KY,ky-37,"Carter, Elliott, Morgan",NA,2018-ky-37,M,C,Rep,7486,NA
Kentucky,38,2018,Blake,Chambers,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-38-2018-chambers,ky-chambers-blake,KY,ky-38,"Butler, Edmonson, Hancock, Ohio",NA,2018-ky-38,M,I,Rep,15772,NA
Kentucky,39,2018,Miranda,King,54.86,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,ky-39-2018-king,ky-king-miranda,KY,ky-39,"Breathitt, Powell, Wolfe",NA,2018-ky-39,F,O,Dem,8185,5747
Kentucky,39,2018,Samuel,Herald,45.14,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ky-39-2018-herald,ky-herald-samuel,KY,ky-39,"Breathitt, Powell, Wolfe",NA,2018-ky-39,M,O,Dem,NA,4728
Kentucky,4,2018,Kathryn,Senter,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-04-2018-senter,ky-senter-kathryn,KY,ky-04,Hopkins,NA,2018-ky-04,F,O,Dem,10780,NA
Kentucky,40,2018,Jesse,Stockton,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-40-2018-stockton,ky-stockton-jesse,KY,ky-40,"Clinton, Cumberland, Monroe",NA,2018-ky-40,M,I,Rep,8053,NA
Kentucky,41,2018,Gary,Gregory,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-41-2018-gregory,ky-gregory-gary,KY,ky-41,"Clay, Jackson, Leslie",NA,2018-ky-41,M,I,Rep,10842,NA
Kentucky,42,2018,Dennis,Foust,NA,59.19,NA,W,N,Y,other,contested,did_not_run,contested,0,0,ky-42-2018-foust,ky-foust-dennis,KY,ky-42,"Calloway, Marshall",NA,2018-ky-42,M,C,Ind,13572,NA
Kentucky,42,2018,C.,Blankenship,NA,40.81,NA,L,N,Y,other,contested,did_not_run,contested,0,0,ky-42-2018-blankenship,ky-blankenship-c,KY,ky-42,"Calloway, Marshall",NA,2018-ky-42,M,I,Ind,9359,NA
Kentucky,43,2018,John,Gardner,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-43-2018-gardner,ky-gardner-john,KY,ky-43,"Barren, Metcalfe",NA,2018-ky-43,M,I,Dem,12998,NA
Kentucky,44,2018,Karen,Blondell,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-44-2018-blondell,ky-blondell-karen,KY,ky-44,Bell,NA,2018-ky-44,F,I,Rep,5835,NA
Kentucky,45,2018,Ralph,Vick,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-45-2018-vick,ky-vick-ralph,KY,ky-45,"McLean, Muhlenberg",NA,2018-ky-45,M,I,Dem,11615,NA
Kentucky,46,2018,Rick,Hardin,NA,52.92,W,W,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-46-2018-hardin,ky-hardin-rick,KY,ky-46,"Breckinridge, Grayson, Meade",NA,2018-ky-46,M,O,Rep,13827,NA
Kentucky,46,2018,Adam,Cart,NA,47.08,W,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-46-2018-cart,ky-cart-adam,KY,ky-46,"Breckinridge, Grayson, Meade",NA,2018-ky-46,M,O,Dem,12301,NA
Kentucky,47,2018,Edison,Banks,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-47-2018-banks,ky-banks-edison,KY,ky-47,Letcher,NA,2018-ky-47,M,I,Rep,5961,NA
Kentucky,48,2018,Larry,Cleveland,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-48-2018-cleveland,ky-cleveland-larry,KY,ky-48,Franklin,NA,2018-ky-48,M,I,Dem,15947,NA
Kentucky,49,2018,Corey,Morgan,NA,51.08,W,W,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-49-2018-morgan,ky-morgan-corey,KY,ky-49,"Allen, Simpson",NA,2018-ky-49,M,C,Rep,6406,NA
Kentucky,49,2018,Clint,Willis,NA,48.92,W,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,ky-49-2018-willis,ky-willis-clint,KY,ky-49,"Allen, Simpson",NA,2018-ky-49,M,I,Dem,6136,NA
Kentucky,5,2018,Zac,Greenwell,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-05-2018-greenwell,ky-greenwell-zac,KY,ky-05,"Crittenden, Union, Webster",NA,2018-ky-05,M,I,Dem,9564,NA
Kentucky,50,2018,Richard,Bottoms,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-50-2018-bottoms,ky-bottoms-richard,KY,ky-50,"Boyle, Mercer",NA,2018-ky-50,M,I,Dem,13923,NA
Kentucky,51,2018,William,Markwell,NA,100,W,W,SKIP,Y,uncontested,uncontested,uncontested,uncontested,1,1,ky-51-2018-markwell,ky-markwell-william,KY,ky-51,Henderson,NA,2018-ky-51,M,I,Dem,11047,NA
