state,district,election_year,cand_fname,cand_lname,vote_percent_primary,vote_percent_general,winner_primary,winner_general,ran_primary,ran_general,primary_contested,general_contested,primary_contested_reconciled,general_contested_reconciled,uncontested_prim_final,uncontested_gen_final,election_unique_identifier,candidate_unique_identifier,abb,district_unique_identifier,counties_total,city_election_outliers,year_state_district_unique_identifier,cand_gender,incum_chall,party,vote_count_general,vote_count_primary
Alabama,10,2018,Daniel,Carr,78.23,56.8,W,W,Y,Y,NA,NA,contested,contested,0,0,NA,NA,NA,NA,NA,NA,NA,M,C,Dem,143815,34773
Alabama,10,2018,Raymond,Johnson,21.77,NA,L,NA,Y,N,NA,NA,contested,did_not_run,0,0,NA,NA,NA,NA,NA,NA,NA,M,C,Dem,NA,9674
Alabama,10,2018,Mike,Anderton,59.9,43.17,W,L,Y,Y,NA,NA,contested,contested,0,0,NA,NA,NA,NA,NA,NA,NA,M,I,Rep,109309,17100
Alabama,10,2018,Bill,Veitch,40.1,NA,L,NA,Y,N,NA,NA,contested,did_not_run,0,0,NA,NA,NA,NA,NA,NA,NA,M,C,Rep,NA,11469
Arizona,Apache,2020,Michael,Whiting,98.69,97.06,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-apache-2020-whiting,az-whiting-michael,AZ,az-apache,Apache,NA,2020-az-apache,M,I,Dem,27699,9674
Arizona,Cochise,2020,Brian,McIntyre,99.39,98.2,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-cochise-2020-mcintyre,az-mcintyre-brian,AZ,az-cochise,Cochise,NA,2020-az-cochise,M,I,Rep,47250,15361
Arizona,Coconino,2020,William,Ring,99.28,97.75,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-coconino-2020-ring,az-ring-william,AZ,az-coconino,Coconino,NA,2020-az-coconino,M,I,Dem,52054,17394
Arizona,Gila,2020,Bradley,Beauchamp,99.36,98.62,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-gila-2020-beauchamp,az-beauchamp-bradley,AZ,az-gila,Gila,NA,2020-az-gila,M,I,Rep,20602,7891
Arizona,Graham,2020,Bennett,Scott,99.39,98.96,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-graham-2020-bennett,az-bennett-l-scott,AZ,az-graham,Graham,NA,2020-az-graham,M,O,Rep,12605,4379
Arizona,Greenlee,2020,Jeremy,Ford,NA,98.44,NA,W,N,Y,other,uncontested,did_not_run,uncontested,0,1,az-greenlee-2020-ford,az-ford-jeremy,AZ,az-greenlee,Greenlee,NA,2020-az-greenlee,M,I,Ind,3090,NA
Arizona,La Paz,2020,Tony,Rogers,98.18,93.32,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-la-paz-2020-rogers,az-rogers-tony,AZ,az-la-paz,La Paz,NA,2020-az-la-paz,M,I,Dem,4454,703
Arizona,Maricopa,2020,Allister,Adel,99.28,50.95,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,az-maricopa-2020-adel,az-adel-allister,AZ,az-maricopa,Maricopa,NA,2020-az-maricopa,F,I,Rep,966759,358856
Arizona,Maricopa,2020,Gunnigle,Julie,59.34,48.96,W,L,Y,Y,contested,other,contested,contested,0,0,az-maricopa-2020-knight,az-knight-will,AZ,az-maricopa,Maricopa,NA,2020-az-maricopa,F,C,Dem,928950,213551
Arizona,Maricopa,2020,Robert,McWhiter,17.83,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,az-maricopa-2020-knight,az-knight-will,AZ,az-maricopa,Maricopa,NA,2020-az-maricopa,M,C,Dem,NA,64176
Arizona,Maricopa,2020,William,Knight,22.48,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,az-maricopa-2020-knight,az-knight-will,AZ,az-maricopa,Maricopa,NA,2020-az-maricopa,M,C,Dem,NA,80898
Arizona,Mohave,2020,Matthew,Smith,99.1,98.86,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-mohave-2020-smith,az-smith-matthew,AZ,az-mohave,Mohave,NA,2020-az-mohave,M,I,Rep,81089,29982
Arizona,Navajo,2020,Brad,Carlyon,99.1,96.08,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-navajo-2020-carlyon,az-carlyon-brad,AZ,az-navajo,Navajo,NA,2020-az-navajo,M,I,Dem,34179,9246
Arizona,Pima,2020,Conover,Laura,58.96,96.16,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,az-pima-2020-conover,az-conover-laura,AZ,az-pima,Pima,NA,2020-az-pima,F,O,Dem,347073,82708
Arizona,Pima,2020,Jonathan,Mosher,34.51,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,az-pima-2020-mosher,az-mosher-jonathan,AZ,az-pima,Pima,NA,2020-az-pima,M,O,Dem,NA,48419
Arizona,Pima,2020,Mark,Diebolt,6.38,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,az-pima-2020-diebolt,az-diebolt-mark,AZ,az-pima,Pima,NA,2020-az-pima,M,O,Dem,NA,8957
Arizona,Pinal,2020,Kent,Volkmer,99.61,98.01,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-pinal-2020-volkmer,az-volkmer-kent,AZ,az-pinal,Pinal,NA,2020-az-pinal,M,I,Rep,138463,36820
Arizona,Santa Cruz,2020,George,Silva,99,98.04,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-santa-cruz-2020-silva,az-silva-george,AZ,az-santa-cruz,Santa Cruz,NA,2020-az-santa-cruz,M,I,Dem,15842,5738
Arizona,Yavapai,2020,Sheila,Polk,68.47,98.31,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,az-yavapai-2020-polk,az-polk-sheila,AZ,az-yavapai,Yavapai,NA,2020-az-yavapai,F,I,Rep,104538,33861
Arizona,Yavapai,2020,David,Stringer,31.27,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,az-yavapai-2020-stringer,az-stringer-david,AZ,az-yavapai,Yavapai,NA,2020-az-yavapai,M,C,Rep,NA,15467
Arizona,Yuma,2020,Jon,Smith,99.44,96.23,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,az-yuma-2020-smith,az-smith-jon,AZ,az-yuma,Yuma,NA,2020-az-yuma,M,I,Dem,48892,9180
Arkansas,08-North,2018,Christi,McQueen,65.06,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ar-08-north-2018-mcqueen,ar-mcqueen-christi,AR,ar-08-north,"Hempstead, Nevada",NA,2018-ar-08-north,F,I,NP,NA,2895
Arkansas,08-North,2018,Angilynn,Taylor,34.94,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ar-08-north-2018-taylor,ar-taylor-angilynn,AR,ar-08-north,"Hempstead, Nevada",NA,2018-ar-08-north,F,C,NP,NA,1555
Arkansas,1,2018,Todd,Murray,64.59,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ar-01-2018-murray,ar-murray-todd,AR,ar-01,"Cross, St. Francis, Lee, Phillips, Monroe, Woodruff",NA,2018-ar-01,M,O,NP,NA,8093
Arkansas,1,2018,James,Valley,35.41,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ar-01-2018-valley,ar-valley-james,AR,ar-01,"Cross, St. Francis, Lee, Phillips, Monroe, Woodruff",NA,2018-ar-01,M,O,NP,NA,4436
Arkansas,20,2018,Carol,Crews,49.3,55,W,W,Y,Y,contested,contested,contested,contested,0,0,ar-20-2018-crews,ar-crews-carol,AR,ar-20,"Searcy, Van Buren, Faulkner",NA,2018-ar-20,F,O,NP,25164,9184
Arkansas,20,2018,Jim,Hensley,13,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ar-20-2018-hensley,ar-hensley-jim,AR,ar-20,"Searcy, Van Buren, Faulkner",NA,2018-ar-20,M,O,NP,NA,2421
Arkansas,20,2018,Zachary,Throneberry,37.7,45,W,L,Y,Y,contested,contested,contested,contested,0,0,ar-20-2018-crews,ar-crews-carol,AR,ar-20,"Searcy, Van Buren, Faulkner",NA,2018-ar-20,M,O,NP,20587,7022
Arkansas,22,2018,Parker,Jones,27.76,NA,L,NA,Y,N,contested,uncontested,contested,uncontested,0,1,ar-22-2018-walton,ar-walton-t-chris,AR,ar-22,Saline,NA,2018-ar-22,M,O,NP,NA,3568
Arkansas,22,2018,Chris,Walton,72.24,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ar-22-2018-walton,ar-walton-t-chris,AR,ar-22,Saline,NA,2018-ar-22,M,O,NP,NA,9286
California,Alameda,2018,Nancy,O'Malley,57.43,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-alameda-2018-o-malley,ca-o-malley-nancy,CA,ca-alameda,Alameda,NA,2018-ca-alameda,F,I,NP,NA,167929
California,Alameda,2018,Pamela,Price,42.01,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-alameda-2018-price,ca-price-pamela,CA,ca-alameda,Alameda,NA,2018-ca-alameda,F,C,NP,NA,122850
California,Alpine,2018,Michael,Atwell,96.58,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-alpine-2018-atwell,ca-atwell-michael,CA,ca-alpine,Alpine,NA,2018-ca-alpine,M,O,NP,NA,282
California,Amador,2018,Todd,Riebe,98.06,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-amador-2018-riebe,ca-riebe-todd,CA,ca-amador,Amador,NA,2018-ca-amador,M,I,NP,NA,9736
California,Butte,2018,Michael,Ramsey,92.08,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-butte-2018-ramsey,ca-ramsey-michael,CA,ca-butte,Butte,NA,2018-ca-butte,M,I,NP,NA,37750
California,Calaveras,2018,Barbara,Yook,98.23,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-calaveras-2018-yook,ca-yook-barbara,CA,ca-calaveras,Calaveras,NA,2018-ca-calaveras,F,I,NP,NA,11372
California,Colusa,2018,Matthew,Beauchamp,98.41,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-colusa-2018-beauchamp,ca-beauchamp-matthew,CA,ca-colusa,Colusa,NA,2018-ca-colusa,M,I,NP,NA,2848
California,Contra Costa,2018,Diana,Becton,50.67,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-contra-costa-2018-becton,ca-becton-diana,CA,ca-contra-costa,Contra Costa,NA,2018-ca-contra-costa,F,I,NP,NA,100004
California,Contra Costa,2018,Lawrence,Strauss,7.47,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-contra-costa-2018-strauss,ca-strauss-lawrence,CA,ca-contra-costa,Contra Costa,NA,2018-ca-contra-costa,M,C,NP,NA,14736
California,Contra Costa,2018,Paul,Graves,41.87,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-contra-costa-2018-graves,ca-graves-paul,CA,ca-contra-costa,Contra Costa,NA,2018-ca-contra-costa,M,C,NP,NA,82636
California,Del Norte,2018,Katherine,Micks,99.95,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-del-norte-2018-micks,ca-micks-katherine,CA,ca-del-norte,Del Norte,NA,2018-ca-del-norte,F,O,NP,NA,4263
California,El Dorado,2018,Vernon,Pierson,56.11,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-el-dorado-2018-pierson,ca-pierson-vernon,CA,ca-el-dorado,El Dorado,NA,2018-ca-el-dorado,M,I,NP,NA,27824
California,El Dorado,2018,Trish,Kelliher,43.68,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-el-dorado-2018-kelliher,ca-kelliher-trish,CA,ca-el-dorado,El Dorado,NA,2018-ca-el-dorado,F,C,NP,NA,21662
California,Fresno,2018,Lisa,Smittcamp,98.65,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-fresno-2018-smittcamp,ca-smittcamp-lisa,CA,ca-fresno,Fresno,NA,2018-ca-fresno,F,I,NP,NA,109640
California,Glenn,2018,Dwayne,Stewart,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-glenn-2018-stewart,ca-stewart-dwayne,CA,ca-glenn,Glenn,NA,2018-ca-glenn,M,I,NP,NA,3273
California,Humboldt,2018,Maggie,Fleming,98.12,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-humboldt-2018-fleming,ca-fleming-maggie,CA,ca-humboldt,Humboldt,NA,2018-ca-humboldt,F,I,NP,NA,13793
California,Imperial,2018,Gilbert,Otero,55.84,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-imperial-2018-otero,ca-otero-gilbert,CA,ca-imperial,Imperial,NA,2018-ca-imperial,M,I,NP,NA,10410
California,Imperial,2018,Edgard,Garcia,44.16,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-imperial-2018-garcia,ca-garcia-edgard,CA,ca-imperial,Imperial,NA,2018-ca-imperial,M,C,NP,NA,8234
California,Inyo,2018,Thomas,Hardy,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-inyo-2018-hardy,ca-hardy-thomas,CA,ca-inyo,Inyo,NA,2018-ca-inyo,M,I,NP,NA,4493
California,Kern,2018,Cynthia,Zimmer,54.36,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-kern-2018-zimmer,ca-zimmer-cynthia,CA,ca-kern,Kern,NA,2018-ca-kern,F,O,NP,NA,58419
California,Kern,2018,Scott,Spielman,45.66,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-kern-2018-spielman,ca-spielman-scott,CA,ca-kern,Kern,NA,2018-ca-kern,M,O,NP,NA,49097
California,Kings,2018,Greg,Strickland,29.2,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-kings-2018-strickland,ca-strickland-greg,CA,ca-kings,Kings,NA,2018-ca-kings,M,C,NP,NA,4590
California,Kings,2018,Keith,Fagundes,70.8,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-kings-2018-fagundes,ca-fagundes-keith,CA,ca-kings,Kings,NA,2018-ca-kings,M,I,NP,NA,11128
California,Lassen,2018,Susan,Rios,47.08,57.72,W,W,Y,Y,contested,contested,contested,contested,0,0,ca-lassen-2018-rios,ca-rios-susan,CA,ca-lassen,Lassen,NA,2018-ca-lassen,F,O,NP,4043,1436
California,Lassen,2018,David,Evans,35.11,41.78,W,L,Y,Y,contested,contested,contested,contested,0,0,ca-lassen-2018-evans,ca-evans-david,CA,ca-lassen,Lassen,NA,2018-ca-lassen,M,O,NP,2926,1071
California,Lassen,2018,David,Williams,17.54,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-lassen-2018-williams,ca-williams-david,CA,ca-lassen,Lassen,NA,2018-ca-lassen,M,O,NP,NA,535
California,Los Angeles,2020,George,Gascón,28.22,53.53,W,W,Y,Y,contested,other,contested,contested,0,0,ca-los-angeles-2020-rossi,ca-rossi-rachel,CA,ca-los-angeles,Los Angeles,NA,2020-ca-los-angeles,M,C,NP,2002865,504088
California,Los Angeles,2020,Jackie,Lacey,48.65,46.47,W,L,Y,Y,contested,contested,contested,contested,0,0,ca-los-angeles-2020-lacey,ca-lacey-jackie,CA,ca-los-angeles,Los Angeles,NA,2020-ca-los-angeles,F,I,NP,1738617,869127
California,Los Angeles,2020,Rachel,Rossi,23.13,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-los-angeles-2020-rossi,ca-rossi-rachel,CA,ca-los-angeles,Los Angeles,NA,2020-ca-los-angeles,F,C,NP,NA,413231
California,Madera,2018,Sally,Moreno,45.05,50.76,W,W,Y,Y,contested,contested,contested,contested,0,0,ca-madera-2018-moreno,ca-moreno-sally,CA,ca-madera,Madera,NA,2018-ca-madera,F,O,NP,19779,9962
California,Madera,2018,Paul,Hornick,32.8,38.4,W,L,Y,Y,contested,contested,contested,contested,0,0,ca-madera-2018-hornick,ca-hornick-paul,CA,ca-madera,Madera,NA,2018-ca-madera,M,O,NP,14965,7252
California,Madera,2018,David,Linn,22.09,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-madera-2018-linn,ca-linn-david,CA,ca-madera,Madera,NA,2018-ca-madera,M,O,NP,NA,4884
California,Marin,2018,Lori,Frugoli,48.91,50.07,W,W,Y,Y,contested,contested,contested,contested,0,0,ca-marin-2018-frugoli,ca-frugoli-lori,CA,ca-marin,Marin,NA,2018-ca-marin,F,O,NP,57388,35821
California,Marin,2018,Anna,Pletcher,30.56,49.73,W,L,Y,Y,contested,contested,contested,contested,0,0,ca-marin-2018-pletcher,ca-pletcher-anna,CA,ca-marin,Marin,NA,2018-ca-marin,F,O,NP,57002,22380
California,Marin,2018,A.J.,Brady,20.32,NA,L,NA,Y,N,contested,contested,contested,contested,0,0,ca-marin-2018-pletcher,ca-pletcher-anna,CA,ca-marin,Marin,NA,2018-ca-marin,M,O,NP,NA,14879
California,Mariposa,2018,Walter,Wall,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-mariposa-2018-wall,ca-wall-walter,CA,ca-mariposa,Mariposa,NA,2018-ca-mariposa,M,O,NP,NA,4659
California,Mendocino,2018,C.,Eyster,97.24,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-mendocino-2018-eyster,ca-eyster-charles,CA,ca-mendocino,Mendocino,NA,2018-ca-mendocino,M,I,NP,NA,16189
California,Merced,2018,Kimberly,Helms Lewis,66.32,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-merced-2018-lewis,ca-lewis-kimberly,CA,ca-merced,Merced,NA,2018-ca-merced,F,C,NP,NA,19937
California,Merced,2018,Larry,Morse,33.68,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-merced-2018-morse,ca-morse-larry,CA,ca-merced,Merced,NA,2018-ca-merced,M,I,NP,NA,10125
California,Mono,2018,Tim,Kendall,99.96,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-mono-2018-kendall,ca-kendall-tim,CA,ca-mono,Mono,NA,2018-ca-mono,M,I,NP,NA,2533
California,Monterey,2018,Jeannine,Pacioni,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-monterey-2018-pacioni,ca-pacioni-jeannine,CA,ca-monterey,Monterey,NA,2018-ca-monterey,F,O,NP,NA,50660
California,Napa,2018,Allison,Haley,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-napa-2018-haley,ca-haley-allison,CA,ca-napa,Napa,NA,2018-ca-napa,F,I,NP,NA,27118
California,Nevada,2018,Clifford,Newell,50.72,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-nevada-2018-newell,ca-newell-clifford,CA,ca-nevada,Nevada,NA,2018-ca-nevada,M,I,NP,NA,17002
California,Nevada,2018,Glenn,Jennings,49.28,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-nevada-2018-jennings,ca-jennings-glenn,CA,ca-nevada,Nevada,NA,2018-ca-nevada,M,C,NP,NA,16519
California,Orange,2018,Tony,Rackauckas,38.5,46.76,W,L,Y,Y,contested,contested,contested,contested,0,0,ca-orange-2018-rackauckas,ca-rackauckas-tony,CA,ca-orange,Orange,NA,2018-ca-orange,M,I,NP,425764,209148
California,Orange,2018,Todd,Spitzer,35.23,53.24,W,W,Y,Y,contested,contested,contested,contested,0,0,ca-orange-2018-spitzer,ca-spitzer-todd,CA,ca-orange,Orange,NA,2018-ca-orange,M,C,NP,484830,191346
California,Orange,2018,Brett,Murdock,22.43,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-orange-2018-murdock,ca-murdock-brett,CA,ca-orange,Orange,NA,2018-ca-orange,M,C,NP,NA,121818
California,Orange,2018,Lenore,Albert-Sheridan,3.85,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-orange-2018-albert-sheridan,ca-albert-sheridan-lenore,CA,ca-orange,Orange,NA,2018-ca-orange,F,C,NP,NA,20890
California,Placer,2018,Ronald,Owens,99.26,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-placer-2018-owens,ca-owens-ronald,CA,ca-placer,Placer,NA,2018-ca-placer,M,I,NP,NA,77067
California,Plumas,2018,David,Hollister,97.9,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-plumas-2018-hollister,ca-hollister-david,CA,ca-plumas,Plumas,NA,2018-ca-plumas,M,I,NP,NA,5090
California,Riverside,2018,Michael,Hestrin,66.38,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-riverside-2018-hestrin,ca-hestrin-michael,CA,ca-riverside,Riverside,NA,2018-ca-riverside,M,I,NP,NA,191753
California,Riverside,2018,Lara,Gressley,33.62,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-riverside-2018-gressley,ca-gressley-lara,CA,ca-riverside,Riverside,NA,2018-ca-riverside,F,C,NP,NA,97123
California,Sacramento,2018,Anne,Schubert,62.58,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-sacramento-2018-schubert,ca-schubert-anne,CA,ca-sacramento,Sacramento,NA,2018-ca-sacramento,F,I,NP,NA,174957
California,Sacramento,2018,Noah,Philips,37.41,NA,L,NA,Y,N,contested,uncontested,contested,uncontested,0,1,ca-sacramento-2018-schubert,ca-schubert-anne,CA,ca-sacramento,Sacramento,NA,2018-ca-sacramento,M,C,NP,NA,104596
California,San Benito,2018,Candice,Hooper Mancino,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-san-benito-2018-hooper-mancino,ca-hooper-mancino-candice,CA,ca-san-benito,San Benito,NA,2018-ca-san-benito,F,I,NP,NA,9308
California,San Bernardino,2018,Michael,Ramos,47.84,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-san-bernardino-2018-ramos,ca-ramos-michael,CA,ca-san-bernardino,San Bernardino,NA,2018-ca-san-bernardino,M,I,NP,NA,117501
California,San Bernardino,2018,Jason,Anderson,52.16,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-san-bernardino-2018-anderson,ca-anderson-jason,CA,ca-san-bernardino,San Bernardino,NA,2018-ca-san-bernardino,M,C,NP,NA,128127
California,San Diego,2018,Summer,Stephan,62.62,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-san-diego-2018-stephan,ca-stephan-summer,CA,ca-san-diego,San Diego,NA,2018-ca-san-diego,F,I,NP,NA,383807
California,San Diego,2018,Geneviéve,Jones-Wright,37.2,NA,L,NA,Y,N,contested,uncontested,contested,uncontested,0,1,ca-san-diego-2018-stephan,ca-stephan-summer,CA,ca-san-diego,San Diego,NA,2018-ca-san-diego,F,C,NP,NA,228020
California,San Francisco,2019,Chesa,Boudin,NA,35.71,NA,W,NA,Y,uncontested,contested,uncontested,contested,1,0,ca-san-francisco-2019-boudin,ca-boudin-chesa,CA,ca-san-francisco,San Francisco,NA,2019-ca-san-francisco,M,C,NP,68575,NA
California,San Francisco,2019,Suzy,Loftus,NA,31.08,NA,L,NA,Y,uncontested,contested,uncontested,contested,1,0,ca-san-francisco-2019-loftus,ca-loftus-suzy,CA,ca-san-francisco,San Francisco,NA,2019-ca-san-francisco,F,I,NP,59698,NA
California,San Francisco,2019,Nancy,Tung,NA,19.28,NA,L,NA,Y,uncontested,contested,uncontested,contested,1,0,ca-san-francisco-2019-tung,ca-tung-nancy,CA,ca-san-francisco,San Francisco,NA,2019-ca-san-francisco,F,C,NP,37022,NA
California,San Francisco,2019,Leif,Dautch,NA,13.93,NA,L,NA,Y,uncontested,contested,uncontested,contested,1,0,ca-san-francisco-2019-dautch,ca-dautch-leif,CA,ca-san-francisco,San Francisco,NA,2019-ca-san-francisco,M,C,NP,26758,NA
California,San Joaquin,2018,Tori,Salazar,97.87,NA,Y,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-san-joaquin-2018-salazar,ca-salazar-tori,CA,ca-san-joaquin,San Joaquin,NA,2018-ca-san-joaquin,F,I,NP,NA,75732
California,San Luis Obispo,2018,Dan,Dow,64.33,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-san-luis-obispo-2018-dow,ca-dow-dan,CA,ca-san-luis-obispo,San Luis Obispo,NA,2018-ca-san-luis-obispo,M,I,NP,NA,11756
California,San Luis Obispo,2018,Mike,Cummins,35.67,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-san-luis-obispo-2018-cummins,ca-cummins-mike,CA,ca-san-luis-obispo,San Luis Obispo,NA,2018-ca-san-luis-obispo,M,C,NP,NA,6676
California,San Mateo,2018,Stephen,Wagstaffe,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-san-mateo-2018-wagstaffe,ca-wagstaffe-stephen,CA,ca-san-mateo,San Mateo,NA,2018-ca-san-mateo,M,I,NP,NA,120939
California,Santa Barbara,2018,Joyce,Dudley,98,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-santa-barbara-2018-dudley,ca-dudley-joyce,CA,ca-santa-barbara,Santa Barbara,NA,2018-ca-santa-barbara,F,I,NP,NA,67856
California,Santa Clara,2018,Jeffrey,Rosen,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-santa-clara-2018-rosen,ca-rosen-jeffrey,CA,ca-santa-clara,Santa Clara,NA,2018-ca-santa-clara,M,I,NP,NA,251310
California,Santa Cruz,2018,Jeffrey,Rosell,98.39,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-santa-cruz-2018-rosell,ca-rosell-jeffrey,CA,ca-santa-cruz,Santa Cruz,NA,2018-ca-santa-cruz,M,I,NP,NA,47595
California,Shasta,2018,Stephanie,Bridgett,100,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-shasta-2018-bridgett,ca-bridgett-stephanie,CA,ca-shasta,Shasta,NA,2018-ca-shasta,F,I,NP,NA,33794
California,Sierra,2018,Sandra,Groven,52.76,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-sierra-2018-groven,ca-groven-sandra,CA,ca-sierra,Sierra,NA,2018-ca-sierra,F,O,NP,NA,735
California,Sierra,2018,David,Garner,46.88,NA,L,NA,Y,N,contested,other,contested,did_not_run,0,0,ca-sierra-2018-garner,ca-garner-david,CA,ca-sierra,Sierra,NA,2018-ca-sierra,M,O,NP,NA,653
California,Siskiyou,2018,James,Andrus,99.94,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-siskiyou-2018-andrus,ca-andrus-james,CA,ca-siskiyou,Siskiyou,NA,2018-ca-siskiyou,M,I,NP,NA,8440
California,Solano,2018,Krishna,Abrams,98.38,NA,W,W,Y,SKIP,uncontested,uncontested,uncontested,uncontested,1,1,ca-solano-2018-abrams,ca-abrams-krishna,CA,ca-solano,Solano,NA,2018-ca-solano,F,I,NP,NA,57995
California,Sonoma,2018,Jill,Ravitch,74.4,NA,W,W,Y,SKIP,contested,uncontested,contested,uncontested,0,1,ca-sonoma-2018-ravitch,ca-ravitch-jill,CA,ca-sonoma,Sonoma,NA,2018-ca-sonoma,F,I,NP,NA,85580
